Code, Close , Marcap , Stocks ,Date
357250," 4,990 "," 100,299,000,000 "," 20,100,000 ",2021-04-19
145270," 2,125 "," 98,226,269,875 "," 46,224,127 ",2021-04-19
338100," 4,450 "," 83,037,000,000 "," 18,660,000 ",2021-04-19
140910," 9,600 "," 40,486,944,000 "," 4,217,390 ",2021-04-19
204210," 4,000 "," 31,307,260,000 "," 7,826,815 ",2021-04-19
330590," 5,390 "," 1,309,602,284,760 "," 242,968,884 ",2021-04-20
365550," 6,300 "," 902,531,700,000 "," 143,259,000 ",2021-04-20
348950," 5,190 "," 859,464,000,000 "," 165,600,000 ",2021-04-20
293940," 7,630 "," 399,278,838,490 "," 52,330,123 ",2021-04-20
357120," 5,480 "," 381,517,600,000 "," 69,620,000 ",2021-04-20
88260," 5,820 "," 368,648,053,800 "," 63,341,590 ",2021-04-20
334890," 4,990 "," 119,760,000,000 "," 24,000,000 ",2021-04-20
350520," 5,010 "," 103,206,000,000 "," 20,600,000 ",2021-04-20
357250," 4,995 "," 100,399,500,000 "," 20,100,000 ",2021-04-20
145270," 2,075 "," 95,915,063,525 "," 46,224,127 ",2021-04-20
338100," 4,455 "," 83,130,300,000 "," 18,660,000 ",2021-04-20
140910," 9,550 "," 40,276,074,500 "," 4,217,390 ",2021-04-20
204210," 3,985 "," 31,189,857,775 "," 7,826,815 ",2021-04-20
330590," 5,400 "," 1,312,031,973,600 "," 242,968,884 ",2021-04-21
365550," 6,310 "," 903,964,290,000 "," 143,259,000 ",2021-04-21
348950," 5,190 "," 859,464,000,000 "," 165,600,000 ",2021-04-21
293940," 7,720 "," 403,988,549,560 "," 52,330,123 ",2021-04-21
357120," 5,530 "," 384,998,600,000 "," 69,620,000 ",2021-04-21
88260," 5,840 "," 369,914,885,600 "," 63,341,590 ",2021-04-21
334890," 4,990 "," 119,760,000,000 "," 24,000,000 ",2021-04-21
350520," 5,000 "," 103,000,000,000 "," 20,600,000 ",2021-04-21
145270," 2,200 "," 101,693,079,400 "," 46,224,127 ",2021-04-21
357250," 5,000 "," 100,500,000,000 "," 20,100,000 ",2021-04-21
338100," 4,450 "," 83,037,000,000 "," 18,660,000 ",2021-04-21
140910," 9,580 "," 40,402,596,200 "," 4,217,390 ",2021-04-21
204210," 3,865 "," 30,250,639,975 "," 7,826,815 ",2021-04-21
330590," 5,380 "," 1,307,172,595,920 "," 242,968,884 ",2021-04-22
365550," 6,320 "," 905,396,880,000 "," 143,259,000 ",2021-04-22
348950," 5,180 "," 857,808,000,000 "," 165,600,000 ",2021-04-22
293940," 7,820 "," 409,221,561,860 "," 52,330,123 ",2021-04-22
357120," 5,620 "," 391,264,400,000 "," 69,620,000 ",2021-04-22
88260," 5,930 "," 375,615,628,700 "," 63,341,590 ",2021-04-22
334890," 4,985 "," 119,640,000,000 "," 24,000,000 ",2021-04-22
350520," 5,000 "," 103,000,000,000 "," 20,600,000 ",2021-04-22
357250," 5,010 "," 100,701,000,000 "," 20,100,000 ",2021-04-22
145270," 2,160 "," 99,844,114,320 "," 46,224,127 ",2021-04-22
338100," 4,455 "," 83,130,300,000 "," 18,660,000 ",2021-04-22
140910," 9,600 "," 40,486,944,000 "," 4,217,390 ",2021-04-22
204210," 3,890 "," 30,446,310,350 "," 7,826,815 ",2021-04-22
330590," 5,400 "," 1,312,031,973,600 "," 242,968,884 ",2021-04-23
365550," 6,340 "," 908,262,060,000 "," 143,259,000 ",2021-04-23
348950," 5,170 "," 856,152,000,000 "," 165,600,000 ",2021-04-23
293940," 7,890 "," 412,884,670,470 "," 52,330,123 ",2021-04-23
357120," 5,640 "," 392,656,800,000 "," 69,620,000 ",2021-04-23
88260," 6,010 "," 380,682,955,900 "," 63,341,590 ",2021-04-23
334890," 4,990 "," 119,760,000,000 "," 24,000,000 ",2021-04-23
350520," 5,010 "," 103,206,000,000 "," 20,600,000 ",2021-04-23
145270," 2,190 "," 101,230,838,130 "," 46,224,127 ",2021-04-23
357250," 5,030 "," 101,103,000,000 "," 20,100,000 ",2021-04-23
338100," 4,480 "," 83,596,800,000 "," 18,660,000 ",2021-04-23
140910," 9,610 "," 40,529,117,900 "," 4,217,390 ",2021-04-23
204210," 3,840 "," 30,054,969,600 "," 7,826,815 ",2021-04-23
330590," 5,400 "," 1,312,031,973,600 "," 242,968,884 ",2021-04-26
365550," 6,420 "," 919,722,780,000 "," 143,259,000 ",2021-04-26
348950," 5,170 "," 856,152,000,000 "," 165,600,000 ",2021-04-26
293940," 7,940 "," 415,501,176,620 "," 52,330,123 ",2021-04-26
357120," 5,670 "," 394,745,400,000 "," 69,620,000 ",2021-04-26
88260," 6,130 "," 388,283,946,700 "," 63,341,590 ",2021-04-26
334890," 5,000 "," 120,000,000,000 "," 24,000,000 ",2021-04-26
145270," 2,285 "," 105,622,130,195 "," 46,224,127 ",2021-04-26
350520," 5,020 "," 103,412,000,000 "," 20,600,000 ",2021-04-26
357250," 5,030 "," 101,103,000,000 "," 20,100,000 ",2021-04-26
338100," 4,495 "," 83,876,700,000 "," 18,660,000 ",2021-04-26
140910," 11,100 "," 46,813,029,000 "," 4,217,390 ",2021-04-26
204210," 3,755 "," 29,389,690,325 "," 7,826,815 ",2021-04-26
330590," 5,420 "," 1,316,891,351,280 "," 242,968,884 ",2021-04-27
365550," 6,440 "," 922,587,960,000 "," 143,259,000 ",2021-04-27
348950," 5,180 "," 857,808,000,000 "," 165,600,000 ",2021-04-27
293940," 8,040 "," 420,734,188,920 "," 52,330,123 ",2021-04-27
357120," 5,670 "," 394,745,400,000 "," 69,620,000 ",2021-04-27
88260," 6,100 "," 386,383,699,000 "," 63,341,590 ",2021-04-27
334890," 4,995 "," 119,880,000,000 "," 24,000,000 ",2021-04-27
145270," 2,250 "," 104,004,285,750 "," 46,224,127 ",2021-04-27
350520," 5,020 "," 103,412,000,000 "," 20,600,000 ",2021-04-27
357250," 5,010 "," 100,701,000,000 "," 20,100,000 ",2021-04-27
338100," 4,515 "," 84,249,900,000 "," 18,660,000 ",2021-04-27
140910," 11,400 "," 48,078,246,000 "," 4,217,390 ",2021-04-27
204210," 3,750 "," 29,350,556,250 "," 7,826,815 ",2021-04-27
330590," 5,400 "," 1,312,031,973,600 "," 242,968,884 ",2021-04-28
365550," 6,480 "," 928,318,320,000 "," 143,259,000 ",2021-04-28
348950," 5,120 "," 847,872,000,000 "," 165,600,000 ",2021-04-28
293940," 8,050 "," 421,257,490,150 "," 52,330,123 ",2021-04-28
357120," 5,670 "," 394,745,400,000 "," 69,620,000 ",2021-04-28
88260," 6,140 "," 388,917,362,600 "," 63,341,590 ",2021-04-28
334890," 4,975 "," 119,400,000,000 "," 24,000,000 ",2021-04-28
350520," 5,000 "," 103,000,000,000 "," 20,600,000 ",2021-04-28
357250," 5,040 "," 101,304,000,000 "," 20,100,000 ",2021-04-28
145270," 2,110 "," 97,532,907,970 "," 46,224,127 ",2021-04-28
338100," 4,510 "," 84,156,600,000 "," 18,660,000 ",2021-04-28
140910," 11,350 "," 47,867,376,500 "," 4,217,390 ",2021-04-28
204210," 3,730 "," 29,194,019,950 "," 7,826,815 ",2021-04-28
330590," 5,390 "," 1,309,602,284,760 "," 242,968,884 ",2021-04-29
365550," 6,450 "," 924,020,550,000 "," 143,259,000 ",2021-04-29
348950," 5,110 "," 846,216,000,000 "," 165,600,000 ",2021-04-29
293940," 8,130 "," 425,443,899,990 "," 52,330,123 ",2021-04-29
357120," 5,670 "," 394,745,400,000 "," 69,620,000 ",2021-04-29
88260," 6,160 "," 390,184,194,400 "," 63,341,590 ",2021-04-29
334890," 4,970 "," 119,280,000,000 "," 24,000,000 ",2021-04-29
350520," 5,020 "," 103,412,000,000 "," 20,600,000 ",2021-04-29
357250," 5,030 "," 101,103,000,000 "," 20,100,000 ",2021-04-29
145270," 1,945 "," 89,905,927,015 "," 46,224,127 ",2021-04-29
338100," 4,490 "," 83,783,400,000 "," 18,660,000 ",2021-04-29
140910," 11,450 "," 48,289,115,500 "," 4,217,390 ",2021-04-29
204210," 3,710 "," 29,037,483,650 "," 7,826,815 ",2021-04-29
330590," 5,410 "," 1,314,461,662,440 "," 242,968,884 ",2021-04-30
365550," 6,460 "," 925,453,140,000 "," 143,259,000 ",2021-04-30
348950," 5,090 "," 842,904,000,000 "," 165,600,000 ",2021-04-30
293940," 8,130 "," 425,443,899,990 "," 52,330,123 ",2021-04-30
357120," 5,740 "," 399,618,800,000 "," 69,620,000 ",2021-04-30
88260," 6,230 "," 394,618,105,700 "," 63,341,590 ",2021-04-30
334890," 4,965 "," 119,160,000,000 "," 24,000,000 ",2021-04-30
350520," 5,000 "," 103,000,000,000 "," 20,600,000 ",2021-04-30
357250," 5,020 "," 100,902,000,000 "," 20,100,000 ",2021-04-30
145270," 2,050 "," 94,759,460,350 "," 46,224,127 ",2021-04-30
338100," 4,480 "," 83,596,800,000 "," 18,660,000 ",2021-04-30
140910," 10,750 "," 45,336,942,500 "," 4,217,390 ",2021-04-30
204210," 3,710 "," 29,037,483,650 "," 7,826,815 ",2021-04-30
330590," 5,430 "," 1,319,321,040,120 "," 242,968,884 ",2021-05-03
365550," 6,500 "," 931,183,500,000 "," 143,259,000 ",2021-05-03
348950," 5,060 "," 837,936,000,000 "," 165,600,000 ",2021-05-03
293940," 8,230 "," 430,676,912,290 "," 52,330,123 ",2021-05-03
357120," 5,800 "," 403,796,000,000 "," 69,620,000 ",2021-05-03
88260," 6,300 "," 399,052,017,000 "," 63,341,590 ",2021-05-03
334890," 4,975 "," 119,400,000,000 "," 24,000,000 ",2021-05-03
350520," 5,020 "," 103,412,000,000 "," 20,600,000 ",2021-05-03
357250," 5,010 "," 100,701,000,000 "," 20,100,000 ",2021-05-03
145270," 2,010 "," 92,910,495,270 "," 46,224,127 ",2021-05-03
338100," 4,490 "," 83,783,400,000 "," 18,660,000 ",2021-05-03
140910," 10,650 "," 44,915,203,500 "," 4,217,390 ",2021-05-03
204210," 3,800 "," 29,741,897,000 "," 7,826,815 ",2021-05-03
330590," 5,450 "," 1,324,180,417,800 "," 242,968,884 ",2021-05-04
365550," 6,510 "," 932,616,090,000 "," 143,259,000 ",2021-05-04
348950," 5,070 "," 839,592,000,000 "," 165,600,000 ",2021-05-04
293940," 8,170 "," 427,537,104,910 "," 52,330,123 ",2021-05-04
357120," 5,880 "," 409,365,600,000 "," 69,620,000 ",2021-05-04
88260," 6,270 "," 397,151,769,300 "," 63,341,590 ",2021-05-04
334890," 4,990 "," 119,760,000,000 "," 24,000,000 ",2021-05-04
350520," 5,050 "," 104,030,000,000 "," 20,600,000 ",2021-05-04
357250," 5,000 "," 100,500,000,000 "," 20,100,000 ",2021-05-04
145270," 2,030 "," 93,834,977,810 "," 46,224,127 ",2021-05-04
338100," 4,530 "," 84,529,800,000 "," 18,660,000 ",2021-05-04
140910," 10,800 "," 45,547,812,000 "," 4,217,390 ",2021-05-04
204210," 3,750 "," 29,350,556,250 "," 7,826,815 ",2021-05-04
330590," 5,530 "," 1,343,617,928,520 "," 242,968,884 ",2021-05-06
365550," 6,610 "," 946,941,990,000 "," 143,259,000 ",2021-05-06
348950," 5,070 "," 839,592,000,000 "," 165,600,000 ",2021-05-06
293940," 8,160 "," 427,013,803,680 "," 52,330,123 ",2021-05-06
357120," 6,030 "," 419,808,600,000 "," 69,620,000 ",2021-05-06
88260," 6,280 "," 397,785,185,200 "," 63,341,590 ",2021-05-06
334890," 4,990 "," 119,760,000,000 "," 24,000,000 ",2021-05-06
350520," 5,050 "," 104,030,000,000 "," 20,600,000 ",2021-05-06
357250," 5,030 "," 101,103,000,000 "," 20,100,000 ",2021-05-06
145270," 2,005 "," 92,679,374,635 "," 46,224,127 ",2021-05-06
338100," 4,560 "," 85,089,600,000 "," 18,660,000 ",2021-05-06
140910," 11,850 "," 49,976,071,500 "," 4,217,390 ",2021-05-06
204210," 3,865 "," 30,250,639,975 "," 7,826,815 ",2021-05-06
330590," 5,530 "," 1,343,617,928,520 "," 242,968,884 ",2021-05-07
365550," 6,610 "," 946,941,990,000 "," 143,259,000 ",2021-05-07
348950," 5,070 "," 839,592,000,000 "," 165,600,000 ",2021-05-07
293940," 8,160 "," 427,013,803,680 "," 52,330,123 ",2021-05-07
357120," 6,050 "," 421,201,000,000 "," 69,620,000 ",2021-05-07
88260," 6,260 "," 396,518,353,400 "," 63,341,590 ",2021-05-07
334890," 4,990 "," 119,760,000,000 "," 24,000,000 ",2021-05-07
350520," 5,040 "," 103,824,000,000 "," 20,600,000 ",2021-05-07
357250," 5,030 "," 101,103,000,000 "," 20,100,000 ",2021-05-07
145270," 2,000 "," 92,448,254,000 "," 46,224,127 ",2021-05-07
338100," 4,570 "," 85,276,200,000 "," 18,660,000 ",2021-05-07
140910," 11,850 "," 49,976,071,500 "," 4,217,390 ",2021-05-07
204210," 3,995 "," 31,268,125,925 "," 7,826,815 ",2021-05-07
330590," 5,550 "," 1,348,477,306,200 "," 242,968,884 ",2021-05-10
365550," 6,670 "," 955,537,530,000 "," 143,259,000 ",2021-05-10
348950," 5,110 "," 846,216,000,000 "," 165,600,000 ",2021-05-10
357120," 6,210 "," 432,340,200,000 "," 69,620,000 ",2021-05-10
293940," 8,200 "," 429,107,008,600 "," 52,330,123 ",2021-05-10
88260," 6,260 "," 396,518,353,400 "," 63,341,590 ",2021-05-10
334890," 4,990 "," 119,760,000,000 "," 24,000,000 ",2021-05-10
350520," 5,060 "," 104,236,000,000 "," 20,600,000 ",2021-05-10
357250," 5,030 "," 101,103,000,000 "," 20,100,000 ",2021-05-10
145270," 2,015 "," 93,141,615,905 "," 46,224,127 ",2021-05-10
338100," 4,610 "," 86,022,600,000 "," 18,660,000 ",2021-05-10
140910," 11,750 "," 49,554,332,500 "," 4,217,390 ",2021-05-10
204210," 3,935 "," 30,798,517,025 "," 7,826,815 ",2021-05-10
330590," 5,560 "," 1,350,906,995,040 "," 242,968,884 ",2021-05-11
365550," 6,710 "," 961,267,890,000 "," 143,259,000 ",2021-05-11
348950," 5,100 "," 844,560,000,000 "," 165,600,000 ",2021-05-11
357120," 6,190 "," 430,947,800,000 "," 69,620,000 ",2021-05-11
293940," 8,190 "," 428,583,707,370 "," 52,330,123 ",2021-05-11
88260," 6,260 "," 396,518,353,400 "," 63,341,590 ",2021-05-11
334890," 4,995 "," 119,880,000,000 "," 24,000,000 ",2021-05-11
350520," 5,050 "," 104,030,000,000 "," 20,600,000 ",2021-05-11
357250," 5,020 "," 100,902,000,000 "," 20,100,000 ",2021-05-11
145270," 1,995 "," 92,217,133,365 "," 46,224,127 ",2021-05-11
338100," 4,600 "," 85,836,000,000 "," 18,660,000 ",2021-05-11
140910," 12,350 "," 52,084,766,500 "," 4,217,390 ",2021-05-11
204210," 4,030 "," 31,542,064,450 "," 7,826,815 ",2021-05-11
330590," 5,600 "," 1,360,625,750,400 "," 242,968,884 ",2021-05-12
365550," 6,790 "," 972,728,610,000 "," 143,259,000 ",2021-05-12
348950," 5,140 "," 851,184,000,000 "," 165,600,000 ",2021-05-12
293940," 8,210 "," 429,630,309,830 "," 52,330,123 ",2021-05-12
357120," 6,080 "," 423,289,600,000 "," 69,620,000 ",2021-05-12
88260," 6,180 "," 391,451,026,200 "," 63,341,590 ",2021-05-12
334890," 4,980 "," 119,520,000,000 "," 24,000,000 ",2021-05-12
350520," 5,040 "," 103,824,000,000 "," 20,600,000 ",2021-05-12
357250," 5,010 "," 100,701,000,000 "," 20,100,000 ",2021-05-12
145270," 2,005 "," 92,679,374,635 "," 46,224,127 ",2021-05-12
338100," 4,555 "," 84,996,300,000 "," 18,660,000 ",2021-05-12
140910," 15,900 "," 67,056,501,000 "," 4,217,390 ",2021-05-12
204210," 4,030 "," 31,542,064,450 "," 7,826,815 ",2021-05-12
330590," 5,550 "," 1,348,477,306,200 "," 242,968,884 ",2021-05-13
365550," 6,750 "," 966,998,250,000 "," 143,259,000 ",2021-05-13
348950," 5,150 "," 852,840,000,000 "," 165,600,000 ",2021-05-13
293940," 8,210 "," 429,630,309,830 "," 52,330,123 ",2021-05-13
357120," 6,090 "," 423,985,800,000 "," 69,620,000 ",2021-05-13
88260," 6,120 "," 387,650,530,800 "," 63,341,590 ",2021-05-13
334890," 4,995 "," 119,880,000,000 "," 24,000,000 ",2021-05-13
350520," 5,040 "," 103,824,000,000 "," 20,600,000 ",2021-05-13
357250," 5,010 "," 100,701,000,000 "," 20,100,000 ",2021-05-13
145270," 1,955 "," 90,368,168,285 "," 46,224,127 ",2021-05-13
338100," 4,550 "," 84,903,000,000 "," 18,660,000 ",2021-05-13
140910," 13,800 "," 58,199,982,000 "," 4,217,390 ",2021-05-13
204210," 4,190 "," 32,794,354,850 "," 7,826,815 ",2021-05-13
330590," 5,540 "," 1,346,047,617,360 "," 242,968,884 ",2021-05-14
365550," 6,510 "," 932,616,090,000 "," 143,259,000 ",2021-05-14
348950," 5,160 "," 854,496,000,000 "," 165,600,000 ",2021-05-14
293940," 8,230 "," 430,676,912,290 "," 52,330,123 ",2021-05-14
357120," 6,090 "," 423,985,800,000 "," 69,620,000 ",2021-05-14
88260," 6,120 "," 387,650,530,800 "," 63,341,590 ",2021-05-14
334890," 5,010 "," 120,240,000,000 "," 24,000,000 ",2021-05-14
350520," 5,060 "," 104,236,000,000 "," 20,600,000 ",2021-05-14
357250," 5,010 "," 100,701,000,000 "," 20,100,000 ",2021-05-14
145270," 2,020 "," 93,372,736,540 "," 46,224,127 ",2021-05-14
338100," 4,570 "," 85,276,200,000 "," 18,660,000 ",2021-05-14
140910," 15,850 "," 66,845,631,500 "," 4,217,390 ",2021-05-14
204210," 4,080 "," 31,933,405,200 "," 7,826,815 ",2021-05-14
330590," 5,550 "," 1,348,477,306,200 "," 242,968,884 ",2021-05-17
365550," 6,370 "," 912,559,830,000 "," 143,259,000 ",2021-05-17
348950," 5,160 "," 854,496,000,000 "," 165,600,000 ",2021-05-17
293940," 8,200 "," 429,107,008,600 "," 52,330,123 ",2021-05-17
357120," 6,090 "," 423,985,800,000 "," 69,620,000 ",2021-05-17
88260," 6,170 "," 390,817,610,300 "," 63,341,590 ",2021-05-17
334890," 4,995 "," 119,880,000,000 "," 24,000,000 ",2021-05-17
350520," 5,060 "," 104,236,000,000 "," 20,600,000 ",2021-05-17
357250," 5,020 "," 100,902,000,000 "," 20,100,000 ",2021-05-17
145270," 2,180 "," 100,768,596,860 "," 46,224,127 ",2021-05-17
338100," 4,575 "," 85,369,500,000 "," 18,660,000 ",2021-05-17
140910," 18,000 "," 75,913,020,000 "," 4,217,390 ",2021-05-17
204210," 4,220 "," 33,029,159,300 "," 7,826,815 ",2021-05-17
330590," 5,580 "," 1,355,766,372,720 "," 242,968,884 ",2021-05-18
365550," 6,500 "," 931,183,500,000 "," 143,259,000 ",2021-05-18
348950," 5,140 "," 851,184,000,000 "," 165,600,000 ",2021-05-18
293940," 8,250 "," 431,723,514,750 "," 52,330,123 ",2021-05-18
357120," 6,130 "," 426,770,600,000 "," 69,620,000 ",2021-05-18
88260," 6,180 "," 391,451,026,200 "," 63,341,590 ",2021-05-18
334890," 5,010 "," 120,240,000,000 "," 24,000,000 ",2021-05-18
145270," 2,350 "," 108,626,698,450 "," 46,224,127 ",2021-05-18
350520," 5,050 "," 104,030,000,000 "," 20,600,000 ",2021-05-18
357250," 5,020 "," 100,902,000,000 "," 20,100,000 ",2021-05-18
338100," 4,605 "," 85,929,300,000 "," 18,660,000 ",2021-05-18
140910," 17,600 "," 74,226,064,000 "," 4,217,390 ",2021-05-18
204210," 4,180 "," 32,716,086,700 "," 7,826,815 ",2021-05-18
330590," 5,560 "," 1,350,906,995,040 "," 242,968,884 ",2021-05-20
365550," 6,450 "," 924,020,550,000 "," 143,259,000 ",2021-05-20
348950," 5,160 "," 854,496,000,000 "," 165,600,000 ",2021-05-20
293940," 8,240 "," 431,200,213,520 "," 52,330,123 ",2021-05-20
357120," 6,050 "," 421,201,000,000 "," 69,620,000 ",2021-05-20
88260," 6,190 "," 392,084,442,100 "," 63,341,590 ",2021-05-20
334890," 5,040 "," 120,960,000,000 "," 24,000,000 ",2021-05-20
145270," 2,450 "," 113,249,111,150 "," 46,224,127 ",2021-05-20
350520," 5,070 "," 104,442,000,000 "," 20,600,000 ",2021-05-20
357250," 5,020 "," 100,902,000,000 "," 20,100,000 ",2021-05-20
338100," 4,620 "," 86,209,200,000 "," 18,660,000 ",2021-05-20
140910," 18,100 "," 76,334,759,000 "," 4,217,390 ",2021-05-20
204210," 4,115 "," 32,207,343,725 "," 7,826,815 ",2021-05-20
330590," 5,600 "," 1,360,625,750,400 "," 242,968,884 ",2021-05-21
365550," 6,480 "," 928,318,320,000 "," 143,259,000 ",2021-05-21
348950," 5,160 "," 854,496,000,000 "," 165,600,000 ",2021-05-21
293940," 8,240 "," 431,200,213,520 "," 52,330,123 ",2021-05-21
357120," 6,000 "," 417,720,000,000 "," 69,620,000 ",2021-05-21
88260," 6,160 "," 390,184,194,400 "," 63,341,590 ",2021-05-21
334890," 5,040 "," 120,960,000,000 "," 24,000,000 ",2021-05-21
350520," 5,070 "," 104,442,000,000 "," 20,600,000 ",2021-05-21
145270," 2,210 "," 102,155,320,670 "," 46,224,127 ",2021-05-21
357250," 4,995 "," 100,399,500,000 "," 20,100,000 ",2021-05-21
338100," 4,625 "," 86,302,500,000 "," 18,660,000 ",2021-05-21
140910," 17,300 "," 72,960,847,000 "," 4,217,390 ",2021-05-21
204210," 4,015 "," 31,424,662,225 "," 7,826,815 ",2021-05-21
330590," 5,590 "," 1,358,196,061,560 "," 242,968,884 ",2021-05-24
365550," 6,490 "," 929,750,910,000 "," 143,259,000 ",2021-05-24
348950," 5,180 "," 857,808,000,000 "," 165,600,000 ",2021-05-24
293940," 8,230 "," 430,676,912,290 "," 52,330,123 ",2021-05-24
357120," 5,960 "," 414,935,200,000 "," 69,620,000 ",2021-05-24
88260," 6,150 "," 389,550,778,500 "," 63,341,590 ",2021-05-24
334890," 5,110 "," 122,640,000,000 "," 24,000,000 ",2021-05-24
350520," 5,080 "," 104,648,000,000 "," 20,600,000 ",2021-05-24
357250," 5,010 "," 100,701,000,000 "," 20,100,000 ",2021-05-24
145270," 2,135 "," 98,688,511,145 "," 46,224,127 ",2021-05-24
338100," 4,615 "," 86,115,900,000 "," 18,660,000 ",2021-05-24
140910," 15,350 "," 64,736,936,500 "," 4,217,390 ",2021-05-24
204210," 4,000 "," 31,307,260,000 "," 7,826,815 ",2021-05-24
330590," 5,600 "," 1,360,625,750,400 "," 242,968,884 ",2021-05-25
365550," 6,690 "," 958,402,710,000 "," 143,259,000 ",2021-05-25
348950," 5,200 "," 861,120,000,000 "," 165,600,000 ",2021-05-25
293940," 8,270 "," 432,770,117,210 "," 52,330,123 ",2021-05-25
357120," 5,990 "," 417,023,800,000 "," 69,620,000 ",2021-05-25
88260," 6,140 "," 388,917,362,600 "," 63,341,590 ",2021-05-25
334890," 5,150 "," 123,600,000,000 "," 24,000,000 ",2021-05-25
350520," 5,120 "," 105,472,000,000 "," 20,600,000 ",2021-05-25
145270," 2,195 "," 101,461,958,765 "," 46,224,127 ",2021-05-25
357250," 5,010 "," 100,701,000,000 "," 20,100,000 ",2021-05-25
338100," 4,635 "," 86,489,100,000 "," 18,660,000 ",2021-05-25
140910," 15,400 "," 64,947,806,000 "," 4,217,390 ",2021-05-25
204210," 4,045 "," 31,659,466,675 "," 7,826,815 ",2021-05-25
330590," 5,610 "," 1,363,055,439,240 "," 242,968,884 ",2021-05-26
365550," 6,670 "," 955,537,530,000 "," 143,259,000 ",2021-05-26
348950," 5,210 "," 862,776,000,000 "," 165,600,000 ",2021-05-26
293940," 8,270 "," 432,770,117,210 "," 52,330,123 ",2021-05-26
357120," 5,960 "," 414,935,200,000 "," 69,620,000 ",2021-05-26
88260," 6,200 "," 392,717,858,000 "," 63,341,590 ",2021-05-26
334890," 5,140 "," 123,360,000,000 "," 24,000,000 ",2021-05-26
145270," 2,305 "," 106,546,612,735 "," 46,224,127 ",2021-05-26
350520," 5,120 "," 105,472,000,000 "," 20,600,000 ",2021-05-26
357250," 5,020 "," 100,902,000,000 "," 20,100,000 ",2021-05-26
338100," 4,655 "," 86,862,300,000 "," 18,660,000 ",2021-05-26
140910," 15,850 "," 66,845,631,500 "," 4,217,390 ",2021-05-26
204210," 4,045 "," 31,659,466,675 "," 7,826,815 ",2021-05-26
330590," 5,710 "," 1,387,352,327,640 "," 242,968,884 ",2021-05-27
365550," 6,640 "," 951,239,760,000 "," 143,259,000 ",2021-05-27
348950," 5,210 "," 862,776,000,000 "," 165,600,000 ",2021-05-27
293940," 8,310 "," 434,863,322,130 "," 52,330,123 ",2021-05-27
357120," 5,950 "," 414,239,000,000 "," 69,620,000 ",2021-05-27
88260," 6,300 "," 399,052,017,000 "," 63,341,590 ",2021-05-27
334890," 5,260 "," 126,240,000,000 "," 24,000,000 ",2021-05-27
145270," 2,300 "," 106,315,492,100 "," 46,224,127 ",2021-05-27
350520," 5,140 "," 105,884,000,000 "," 20,600,000 ",2021-05-27
357250," 5,070 "," 101,907,000,000 "," 20,100,000 ",2021-05-27
338100," 4,700 "," 87,702,000,000 "," 18,660,000 ",2021-05-27
140910," 14,950 "," 63,049,980,500 "," 4,217,390 ",2021-05-27
204210," 4,095 "," 32,050,807,425 "," 7,826,815 ",2021-05-27
330590," 5,840 "," 1,418,938,282,560 "," 242,968,884 ",2021-05-28
365550," 6,650 "," 952,672,350,000 "," 143,259,000 ",2021-05-28
348950," 5,210 "," 862,776,000,000 "," 165,600,000 ",2021-05-28
293940," 8,380 "," 438,526,430,740 "," 52,330,123 ",2021-05-28
357120," 5,900 "," 410,758,000,000 "," 69,620,000 ",2021-05-28
88260," 6,420 "," 406,653,007,800 "," 63,341,590 ",2021-05-28
334890," 5,310 "," 127,440,000,000 "," 24,000,000 ",2021-05-28
145270," 2,355 "," 108,857,819,085 "," 46,224,127 ",2021-05-28
350520," 5,180 "," 106,708,000,000 "," 20,600,000 ",2021-05-28
357250," 5,000 "," 100,500,000,000 "," 20,100,000 ",2021-05-28
338100," 4,650 "," 86,769,000,000 "," 18,660,000 ",2021-05-28
140910," 15,550 "," 65,580,414,500 "," 4,217,390 ",2021-05-28
204210," 4,085 "," 31,972,539,275 "," 7,826,815 ",2021-05-28
330590," 5,950 "," 1,445,664,859,800 "," 242,968,884 ",2021-05-31
365550," 6,610 "," 946,941,990,000 "," 143,259,000 ",2021-05-31
348950," 5,220 "," 864,432,000,000 "," 165,600,000 ",2021-05-31
293940," 8,430 "," 441,142,936,890 "," 52,330,123 ",2021-05-31
88260," 6,650 "," 421,221,573,500 "," 63,341,590 ",2021-05-31
357120," 5,890 "," 410,061,800,000 "," 69,620,000 ",2021-05-31
334890," 5,400 "," 129,600,000,000 "," 24,000,000 ",2021-05-31
350520," 5,220 "," 107,532,000,000 "," 20,600,000 ",2021-05-31
145270," 2,200 "," 101,693,079,400 "," 46,224,127 ",2021-05-31
357250," 5,050 "," 101,505,000,000 "," 20,100,000 ",2021-05-31
338100," 4,660 "," 86,955,600,000 "," 18,660,000 ",2021-05-31
140910," 15,100 "," 63,682,589,000 "," 4,217,390 ",2021-05-31
204210," 4,250 "," 33,263,963,750 "," 7,826,815 ",2021-05-31
330590," 6,010 "," 1,460,242,992,840 "," 242,968,884 ",2021-06-01
365550," 6,790 "," 972,728,610,000 "," 143,259,000 ",2021-06-01
348950," 5,220 "," 864,432,000,000 "," 165,600,000 ",2021-06-01
293940," 8,590 "," 449,515,756,570 "," 52,330,123 ",2021-06-01
88260," 6,730 "," 426,288,900,700 "," 63,341,590 ",2021-06-01
357120," 6,020 "," 419,112,400,000 "," 69,620,000 ",2021-06-01
334890," 5,450 "," 130,800,000,000 "," 24,000,000 ",2021-06-01
