VALUESearch - ETF정보 / A476800.삼성 KODEX 한국부동산리츠인프라부동산상장지수투자신탁[재간접형],,,,,,,,,,,,Report as of : 2025-11-23
기준일자,시가,고가,저가,종가,거래량,거래대금,상장주식수,1개월수익률,3개월수익률,6개월수익률,1년수익률,상장후수익률
,"4,840.  ","4,850.  ","4,825.  ","4,840.  ","736,731.  ","3,566,702,260.  ","24,700,000.  ",-.03  ,-.04  ,-.02  ,-.01  ,-.06  
,"4,855.  ","4,855.  ","4,745.  ","4,805.  ","1,056,474.  ","5,083,946,695.  ","24,800,000.  ",-.04  ,-.08  ,-.03  ,-.02  ,-.06  
,"4,800.  ","4,805.  ","4,745.  ","4,765.  ","949,704.  ","4,522,577,935.  ","24,800,000.  ",-.05  ,-.09  ,-.04  ,-.03  ,-.07  
,"4,775.  ","4,795.  ","4,740.  ","4,750.  ","785,232.  ","3,751,146,255.  ","24,950,000.  ",-.04  ,-.08  ,-.05  ,-.03  ,-.07  
,"4,750.  ","4,755.  ","4,655.  ","4,675.  ","1,086,389.  ","5,092,042,765.  ","25,050,000.  ",-.07  ,-.1  ,-.08  ,-.05  ,-.09  
,"4,675.  ","4,675.  ","4,550.  ","4,565.  ","1,451,843.  ","6,645,160,830.  ","25,100,000.  ",-.09  ,-.13  ,-.1  ,-.07  ,-.11  
,"4,550.  ","4,650.  ","4,550.  ","4,635.  ","861,003.  ","3,973,614,440.  ","25,300,000.  ",-.08  ,-.11  ,-.09  ,-.06  ,-.1  
,"4,605.  ","4,605.  ","4,550.  ","4,555.  ","712,444.  ","3,262,611,660.  ","26,900,000.  ",-.1  ,-.12  ,-.1  ,-.07  ,-.11  
,"4,565.  ","4,590.  ","4,550.  ","4,590.  ","772,523.  ","3,533,157,555.  ","26,900,000.  ",-.09  ,-.12  ,-.09  ,-.06  ,-.11  
,"4,615.  ","4,705.  ","4,610.  ","4,625.  ","788,991.  ","3,682,869,385.  ","26,900,000.  ",-.08  ,-.11  ,-.09  ,-.05  ,-.1  
,"4,645.  ","4,680.  ","4,620.  ","4,680.  ","901,654.  ","4,202,346,755.  ","26,900,000.  ",-.07  ,-.1  ,-.08  ,-.04  ,-.09  
,"4,685.  ","4,725.  ","4,680.  ","4,725.  ","866,017.  ","4,062,967,815.  ","26,800,000.  ",-.06  ,-.08  ,-.06  ,-.03  ,-.08  
,"4,720.  ","4,745.  ","4,720.  ","4,740.  ","711,138.  ","3,364,480,275.  ","26,800,000.  ",-.06  ,-.08  ,-.06  ,-.03  ,-.08  
,"4,745.  ","4,760.  ","4,735.  ","4,760.  ","816,847.  ","3,880,346,505.  ","26,800,000.  ",-.05  ,-.08  ,-.06  ,-.02  ,-.07  
,"4,770.  ","4,770.  ","4,735.  ","4,750.  ","776,983.  ","3,692,553,960.  ","26,800,000.  ",-.03  ,-.08  ,-.06  ,-.03  ,-.07  
,"4,755.  ","4,755.  ","4,710.  ","4,730.  ","587,210.  ","2,772,322,900.  ","26,950,000.  ",-.03  ,-.09  ,-.06  ,-.03  ,-.08  
,"4,735.  ","4,745.  ","4,715.  ","4,725.  ","723,251.  ","3,419,275,790.  ","26,950,000.  ",-.03  ,-.09  ,-.06  ,-.03  ,-.08  
,"4,735.  ","4,800.  ","4,730.  ","4,750.  ","1,001,586.  ","4,760,958,780.  ","27,050,000.  ",-.02  ,-.08  ,-.06  ,-.03  ,-.07  
,"4,765.  ","4,770.  ","4,690.  ","4,705.  ","853,904.  ","4,022,876,550.  ","27,100,000.  ",-.03  ,-.1  ,-.07  ,-.04  ,-.08  
,"4,715.  ","4,725.  ","4,680.  ","4,695.  ","744,426.  ","3,496,930,685.  ","27,100,000.  ",-.02  ,-.1  ,-.07  ,-.04  ,-.09  
,"4,690.  ","4,695.  ","4,650.  ","4,660.  ","803,391.  ","3,746,392,630.  ","27,200,000.  ",-.04  ,-.11  ,-.08  ,-.04  ,-.09  
,"4,605.  ","4,650.  ","4,570.  ","4,620.  ","1,021,759.  ","4,710,116,115.  ","27,300,000.  ",-.04  ,-.11  ,-.09  ,-.05  ,-.1  
,"4,620.  ","4,635.  ","4,550.  ","4,560.  ","830,608.  ","3,796,251,635.  ","27,300,000.  ",-.05  ,-.12  ,-.1  ,-.06  ,-.11  
,"4,545.  ","4,585.  ","4,495.  ","4,570.  ","853,440.  ","3,868,595,025.  ","27,300,000.  ",-.04  ,-.12  ,-.1  ,-.06  ,-.11  
,"4,530.  ","4,535.  ","4,440.  ","4,450.  ","1,127,029.  ","5,038,168,975.  ","27,500,000.  ",-.06  ,-.14  ,-.13  ,-.09  ,-.13  
,"4,470.  ","4,560.  ","4,470.  ","4,560.  ","806,872.  ","3,642,044,815.  ","27,500,000.  ",-.03  ,-.12  ,-.11  ,-.06  ,-.11  
,"4,565.  ","4,630.  ","4,560.  ","4,630.  ","755,223.  ","3,460,409,520.  ","27,900,000.  ",.  ,-.11  ,-.09  ,-.05  ,-.1  
,"4,605.  ","4,640.  ","4,595.  ","4,620.  ","873,611.  ","4,039,706,080.  ","28,400,000.  ",.03  ,-.1  ,-.09  ,-.05  ,-.1  
,"4,625.  ","4,635.  ","4,575.  ","4,590.  ","684,421.  ","3,148,282,425.  ","28,400,000.  ",.01  ,-.11  ,-.09  ,-.05  ,-.11  
,"4,625.  ","4,630.  ","4,550.  ","4,565.  ","832,997.  ","3,814,258,545.  ","28,400,000.  ",.  ,-.11  ,-.09  ,-.06  ,-.11  
,"4,580.  ","4,580.  ","4,510.  ","4,540.  ","703,601.  ","3,182,652,540.  ","28,400,000.  ",.  ,-.12  ,-.09  ,-.06  ,-.12  
,"4,540.  ","4,545.  ","4,500.  ","4,530.  ","859,159.  ","3,874,957,070.  ","28,400,000.  ",-.01  ,-.12  ,-.09  ,-.06  ,-.12  
,"4,495.  ","4,515.  ","4,470.  ","4,510.  ","661,697.  ","2,980,901,795.  ","28,400,000.  ",-.03  ,-.12  ,-.08  ,-.07  ,-.12  
,"4,520.  ","4,525.  ","4,470.  ","4,475.  ","910,188.  ","4,090,171,090.  ","28,400,000.  ",-.05  ,-.13  ,-.09  ,-.08  ,-.13  
,"4,495.  ","4,535.  ","4,480.  ","4,530.  ","872,379.  ","3,928,316,765.  ","28,400,000.  ",-.04  ,-.12  ,-.09  ,-.06  ,-.12  
,"4,530.  ","4,580.  ","4,530.  ","4,570.  ","747,150.  ","3,406,132,005.  ","28,400,000.  ",-.03  ,-.11  ,-.08  ,-.06  ,-.11  
,"4,570.  ","4,600.  ","4,555.  ","4,570.  ","809,201.  ","3,711,095,865.  ","28,350,000.  ",-.03  ,-.1  ,-.09  ,-.06  ,-.11  
,"4,595.  ","4,605.  ","4,575.  ","4,580.  ","644,186.  ","2,959,965,555.  ","28,350,000.  ",-.02  ,-.1  ,-.09  ,-.05  ,-.11  
,"4,580.  ","4,595.  ","4,525.  ","4,535.  ","877,012.  ","4,003,950,240.  ","28,650,000.  ",-.03  ,-.1  ,-.1  ,-.06  ,-.12  
,"4,545.  ","4,585.  ","4,540.  ","4,580.  ","909,101.  ","4,160,146,860.  ","28,650,000.  ",-.02  ,-.08  ,-.08  ,-.05  ,-.11  
,"4,585.  ","4,615.  ","4,580.  ","4,615.  ","1,082,904.  ","4,991,562,745.  ","28,650,000.  ",.  ,-.07  ,-.08  ,-.05  ,-.1  
,"4,610.  ","4,635.  ","4,610.  ","4,635.  ","1,032,400.  ","4,775,429,520.  ","28,750,000.  ",.02  ,-.06  ,-.07  ,-.04  ,-.1  
,"4,640.  ","4,650.  ","4,630.  ","4,640.  ","941,117.  ","4,366,302,745.  ","28,950,000.  ",.02  ,-.06  ,-.07  ,-.04  ,-.1  
,"4,640.  ","4,650.  ","4,620.  ","4,635.  ","917,772.  ","4,257,717,910.  ","29,250,000.  ",.02  ,-.05  ,-.07  ,-.04  ,-.1  
,"4,635.  ","4,640.  ","4,530.  ","4,580.  ","1,336,975.  ","6,113,967,960.  ","29,600,000.  ",.04  ,-.06  ,-.08  ,-.05  ,-.11  
,"4,595.  ","4,595.  ","4,570.  ","4,595.  ","1,052,020.  ","4,822,545,705.  ","29,700,000.  ",.02  ,-.07  ,-.08  ,-.05  ,-.11  
,"4,590.  ","4,590.  ","4,545.  ","4,585.  ","430,591.  ","1,963,957,495.  ","30,300,000.  ",.  ,-.08  ,-.09  ,-.05  ,-.11  
,"4,545.  ","4,550.  ","4,520.  ","4,530.  ","360,885.  ","1,634,670,425.  ","30,300,000.  ",-.01  ,-.09  ,-.09  ,-.06  ,-.12  
,"4,545.  ","4,550.  ","4,530.  ","4,540.  ","146,054.  ","662,606,910.  ","30,300,000.  ",.  ,-.09  ,-.09  ,-.05  ,-.12  
,"4,535.  ","4,550.  ","4,530.  ","4,545.  ","326,957.  ","1,484,278,615.  ","30,300,000.  ",.  ,-.08  ,-.09  ,-.05  ,-.11  
,"4,550.  ","4,550.  ","4,520.  ","4,535.  ","310,840.  ","1,408,081,055.  ","30,750,000.  ",.01  ,-.09  ,-.1  ,-.06  ,-.12  
,"4,535.  ","4,535.  ","4,495.  ","4,500.  ","599,426.  ","2,702,517,890.  ","30,750,000.  ",.01  ,-.09  ,-.11  ,-.06  ,-.12  
,"4,505.  ","4,530.  ","4,485.  ","4,530.  ","379,769.  ","1,709,505,315.  ","30,800,000.  ",.02  ,-.08  ,-.11  ,-.06  ,-.12  
,"4,535.  ","4,535.  ","4,510.  ","4,515.  ","490,603.  ","2,216,536,610.  ","30,950,000.  ",.02  ,-.08  ,-.11  ,-.06  ,-.12  
,"4,515.  ","4,520.  ","4,500.  ","4,515.  ","495,262.  ","2,233,164,860.  ","31,550,000.  ",.  ,-.08  ,-.11  ,-.06  ,-.12  
,"4,515.  ","4,535.  ","4,510.  ","4,535.  ","568,747.  ","2,572,037,930.  ","31,550,000.  ",.  ,-.07  ,-.11  ,-.06  ,-.12  
,"4,535.  ","4,535.  ","4,495.  ","4,535.  ","1,283,734.  ","5,786,781,140.  ","31,650,000.  ",.01  ,-.05  ,-.13  ,-.06  ,-.12  
,"4,530.  ","4,530.  ","4,495.  ","4,505.  ","850,798.  ","3,832,725,115.  ","31,700,000.  ",-.02  ,-.05  ,-.09  ,-.06  ,-.12  
,"4,520.  ","4,530.  ","4,505.  ","4,530.  ","611,529.  ","2,760,640,875.  ","31,700,000.  ",-.01  ,-.04  ,-.12  ,-.06  ,-.12  
,"4,540.  ","4,565.  ","4,525.  ","4,550.  ","915,431.  ","4,169,693,985.  ","32,050,000.  ",-.01  ,-.04  ,-.08  ,-.05  ,-.11  
,"4,550.  ","4,595.  ","4,540.  ","4,590.  ","916,887.  ","4,198,201,105.  ","32,350,000.  ",.  ,-.02  ,-.1  ,-.04  ,-.11  
,"4,585.  ","4,605.  ","4,570.  ","4,600.  ","1,007,835.  ","4,625,314,180.  ","32,500,000.  ",.  ,-.01  ,-.1  ,-.04  ,-.1  
,"4,595.  ","4,605.  ","4,565.  ","4,605.  ","933,217.  ","4,290,701,945.  ","32,600,000.  ",.01  ,-.01  ,-.09  ,-.04  ,-.1  
,"4,610.  ","4,610.  ","4,590.  ","4,605.  ","1,271,737.  ","5,846,323,090.  ","32,700,000.  ",.01  ,.01  ,-.09  ,-.04  ,-.1  
,"4,610.  ","4,610.  ","4,585.  ","4,595.  ","856,345.  ","3,934,440,355.  ","32,800,000.  ",.01  ,.03  ,-.11  ,-.04  ,-.11  
,"4,565.  ","4,575.  ","4,530.  ","4,565.  ","841,781.  ","3,824,851,680.  ","34,450,000.  ",.01  ,.02  ,-.1  ,-.04  ,-.11  
,"4,565.  ","4,575.  ","4,560.  ","4,575.  ","759,196.  ","3,467,754,335.  ","34,450,000.  ",.02  ,.03  ,-.1  ,-.04  ,-.11  
,"4,575.  ","4,630.  ","4,575.  ","4,620.  ","867,589.  ","4,000,233,195.  ","34,450,000.  ",.03  ,.03  ,-.09  ,-.03  ,-.1  
,"4,635.  ","4,650.  ","4,630.  ","4,650.  ","870,781.  ","4,041,782,835.  ","34,550,000.  ",.03  ,.03  ,-.08  ,-.02  ,-.09  
,"4,655.  ","4,675.  ","4,650.  ","4,675.  ","1,365,762.  ","6,376,507,030.  ","34,850,000.  ",.04  ,.02  ,-.08  ,-.02  ,-.09  
,"4,695.  ","4,720.  ","4,680.  ","4,715.  ","1,749,303.  ","8,230,977,125.  ","34,950,000.  ",.06  ,.02  ,-.06  ,-.01  ,-.08  
,"4,720.  ","4,765.  ","4,710.  ","4,765.  ","1,362,508.  ","6,461,938,845.  ","35,150,000.  ",.06  ,.03  ,-.05  ,.  ,-.07  
,"4,765.  ","4,790.  ","4,750.  ","4,765.  ","1,006,042.  ","4,801,822,180.  ","35,950,000.  ",.06  ,.02  ,-.06  ,.  ,-.07  
,"4,765.  ","4,775.  ","4,745.  ","4,750.  ","608,621.  ","2,896,699,235.  ","37,100,000.  ",.06  ,.02  ,-.06  ,.  ,-.07  
,"4,765.  ","4,775.  ","4,745.  ","4,775.  ","977,329.  ","4,659,051,940.  ","37,350,000.  ",.06  ,.03  ,-.06  ,.  ,-.07  
,"4,780.  ","4,790.  ","4,770.  ","4,785.  ","559,381.  ","2,672,238,365.  ","38,150,000.  ",.06  ,.04  ,-.06  ,.  ,-.07  
,"4,780.  ","4,785.  ","4,755.  ","4,755.  ","1,094,889.  ","5,223,156,810.  ","38,200,000.  ",.06  ,.03  ,-.07  ,.  ,-.07  
,"4,760.  ","4,805.  ","4,760.  ","4,805.  ","832,396.  ","3,987,932,574.  ","38,650,000.  ",.07  ,.06  ,-.05  ,.01  ,-.06  
,"4,805.  ","4,820.  ","4,805.  ","4,820.  ","710,598.  ","3,419,807,172.  ","38,900,000.  ",.07  ,.08  ,-.05  ,.01  ,-.06  
,"4,820.  ","4,870.  ","4,815.  ","4,870.  ","891,919.  ","4,320,999,370.  ","39,500,000.  ",.07  ,.09  ,-.04  ,.01  ,-.05  
,"4,870.  ","4,885.  ","4,805.  ","4,810.  ","889,774.  ","4,315,445,643.  ","39,950,000.  ",.05  ,.08  ,-.05  ,.  ,-.06  
,"4,815.  ","4,815.  ","4,780.  ","4,805.  ","743,638.  ","3,566,981,844.  ","40,350,000.  ",.05  ,.08  ,-.05  ,.  ,-.06  
,"4,780.  ","4,780.  ","4,725.  ","4,750.  ","860,401.  ","4,084,873,066.  ","41,300,000.  ",.04  ,.05  ,-.06  ,-.02  ,-.07  
,"4,760.  ","4,760.  ","4,685.  ","4,705.  ","1,098,337.  ","5,171,169,790.  ","41,650,000.  ",.03  ,.03  ,-.07  ,-.03  ,-.08  
,"4,675.  ","4,675.  ","4,635.  ","4,660.  ","574,866.  ","2,672,483,224.  ","43,450,000.  ",.03  ,.04  ,-.07  ,-.03  ,-.09  
,"4,660.  ","4,665.  ","4,640.  ","4,655.  ","287,685.  ","1,338,177,202.  ","43,450,000.  ",.03  ,.04  ,-.07  ,-.03  ,-.09  
,"4,660.  ","4,670.  ","4,650.  ","4,670.  ","354,947.  ","1,654,578,186.  ","43,450,000.  ",.02  ,.05  ,-.07  ,-.02  ,-.09  
,"4,680.  ","4,715.  ","4,675.  ","4,710.  ","638,922.  ","3,004,839,233.  ","43,450,000.  ",.02  ,.06  ,-.06  ,.  ,-.08  
,"4,725.  ","4,745.  ","4,710.  ","4,740.  ","656,861.  ","3,108,834,918.  ","43,450,000.  ",.02  ,.08  ,-.06  ,.  ,-.08  
,"4,745.  ","4,770.  ","4,740.  ","4,750.  ","564,991.  ","2,683,291,754.  ","43,500,000.  ",.01  ,.09  ,-.06  ,.  ,-.07  
,"4,750.  ","4,750.  ","4,710.  ","4,725.  ","530,096.  ","2,501,934,154.  ","43,650,000.  ",.  ,.08  ,-.06  ,-.01  ,-.08  
,"4,750.  ","4,750.  ","4,725.  ","4,745.  ","532,131.  ","2,522,532,927.  ","43,900,000.  ",.  ,.06  ,-.05  ,-.01  ,-.08  
,"4,745.  ","4,750.  ","4,730.  ","4,740.  ","630,965.  ","2,989,799,998.  ","44,650,000.  ",.01  ,.06  ,-.05  ,-.02  ,-.08  
,"4,745.  ","4,765.  ","4,710.  ","4,710.  ","690,077.  ","3,266,379,915.  ","44,700,000.  ",-.01  ,.05  ,-.06  ,-.02  ,-.08  
,"4,710.  ","4,720.  ","4,685.  ","4,695.  ","451,895.  ","2,122,767,263.  ","44,900,000.  ",-.01  ,.05  ,-.05  ,-.03  ,-.09  
,"4,725.  ","4,725.  ","4,700.  ","4,715.  ","373,514.  ","1,760,685,819.  ","45,200,000.  ",.  ,.05  ,-.05  ,-.03  ,-.08  
,"4,715.  ","4,715.  ","4,655.  ","4,670.  ","696,342.  ","3,259,238,807.  ","45,550,000.  ",-.01  ,.05  ,-.05  ,-.03  ,-.09  
,"4,695.  ","4,705.  ","4,675.  ","4,675.  ","408,210.  ","1,914,998,967.  ","45,650,000.  ",-.02  ,.04  ,-.04  ,-.03  ,-.09  
,"4,695.  ","4,695.  ","4,675.  ","4,690.  ","526,701.  ","2,465,429,928.  ","45,800,000.  ",-.01  ,.05  ,-.03  ,-.03  ,-.09  
,"4,675.  ","4,685.  ","4,640.  ","4,670.  ","741,281.  ","3,459,210,054.  ","46,100,000.  ",-.01  ,.04  ,-.04  ,-.04  ,-.09  
,"4,670.  ","4,670.  ","4,630.  ","4,655.  ","1,054,331.  ","4,896,569,897.  ","46,300,000.  ",-.02  ,.03  ,-.03  ,-.04  ,-.09  
,"4,625.  ","4,625.  ","4,500.  ","4,560.  ","1,291,165.  ","5,869,719,933.  ","46,650,000.  ",-.04  ,.01  ,-.06  ,-.05  ,-.11  
,"4,575.  ","4,600.  ","4,565.  ","4,590.  ","797,631.  ","3,656,431,439.  ","46,950,000.  ",-.04  ,.01  ,-.04  ,-.04  ,-.11  
,"4,555.  ","4,570.  ","4,495.  ","4,555.  ","1,215,227.  ","5,496,954,951.  ","47,200,000.  ",-.05  ,.02  ,-.04  ,-.04  ,-.11  
,"4,605.  ","4,640.  ","4,595.  ","4,625.  ","760,865.  ","3,509,253,016.  ","47,350,000.  ",-.03  ,.03  ,-.04  ,-.03  ,-.1  
,"4,575.  ","4,625.  ","4,575.  ","4,625.  ","1,046,700.  ","4,813,644,100.  ","48,300,000.  ",-.02  ,.03  ,-.05  ,-.02  ,-.1  
,"4,595.  ","4,600.  ","4,565.  ","4,595.  ","844,082.  ","3,870,440,185.  ","49,650,000.  ",-.01  ,.04  ,-.05  ,-.02  ,-.11  
,"4,600.  ","4,655.  ","4,595.  ","4,655.  ","848,853.  ","3,928,711,129.  ","49,650,000.  ",.01  ,.05  ,-.04  ,-.01  ,-.09  
,"4,650.  ","4,660.  ","4,635.  ","4,640.  ","588,129.  ","2,730,501,081.  ","49,650,000.  ",.  ,.04  ,-.04  ,.01  ,-.1  
,"4,640.  ","4,670.  ","4,640.  ","4,670.  ","673,974.  ","3,140,239,006.  ","49,900,000.  ",.01  ,.05  ,-.04  ,.01  ,-.09  
,"4,660.  ","4,675.  ","4,655.  ","4,675.  ","529,687.  ","2,472,531,832.  ","50,550,000.  ",.  ,.05  ,-.03  ,.01  ,-.09  
,"4,680.  ","4,715.  ","4,680.  ","4,690.  ","770,563.  ","3,619,009,723.  ","50,650,000.  ",.  ,.06  ,-.03  ,.01  ,-.09  
,"4,690.  ","4,705.  ","4,665.  ","4,670.  ","574,795.  ","2,687,578,707.  ","53,900,000.  ",.  ,.06  ,-.03  ,.  ,-.09  
,"4,685.  ","4,710.  ","4,685.  ","4,710.  ","610,560.  ","2,869,715,400.  ","54,000,000.  ",.  ,.07  ,-.02  ,.01  ,-.08  
,"4,710.  ","4,720.  ","4,695.  ","4,695.  ","774,841.  ","3,646,957,554.  ","54,200,000.  ",.  ,.06  ,-.02  ,.  ,-.09  
,"4,700.  ","4,735.  ","4,700.  ","4,730.  ","549,135.  ","2,592,442,365.  ","54,300,000.  ",.01  ,.07  ,.01  ,.  ,-.08  
,"4,730.  ","4,760.  ","4,720.  ","4,745.  ","707,707.  ","3,358,316,757.  ","54,750,000.  ",.01  ,.07  ,.02  ,.01  ,-.08  
,"4,750.  ","4,760.  ","4,745.  ","4,760.  ","682,200.  ","3,242,718,013.  ","54,950,000.  ",.02  ,.07  ,.02  ,.01  ,-.07  
,"4,765.  ","4,800.  ","4,760.  ","4,800.  ","573,800.  ","2,747,513,278.  ","54,950,000.  ",.04  ,.08  ,.03  ,.02  ,-.07  
,"4,800.  ","4,830.  ","4,790.  ","4,820.  ","955,372.  ","4,597,888,620.  ","54,950,000.  ",.04  ,.09  ,.04  ,.02  ,-.06  
,"4,825.  ","4,840.  ","4,785.  ","4,800.  ","1,160,151.  ","5,575,782,314.  ","55,550,000.  ",.06  ,.07  ,.05  ,.01  ,-.07  
,"4,800.  ","4,810.  ","4,790.  ","4,805.  ","640,443.  ","3,075,097,886.  ","55,600,000.  ",.05  ,.07  ,.06  ,.01  ,-.06  
,"4,810.  ","4,815.  ","4,790.  ","4,800.  ","679,457.  ","3,264,905,398.  ","56,150,000.  ",.06  ,.07  ,.06  ,-.01  ,-.07  
,"4,800.  ","4,805.  ","4,775.  ","4,800.  ","1,133,787.  ","5,433,243,682.  ","56,750,000.  ",.05  ,.07  ,.1  ,-.01  ,-.07  
,"4,805.  ","4,810.  ","4,775.  ","4,805.  ","1,314,256.  ","6,290,802,947.  ","57,500,000.  ",.05  ,.07  ,.08  ,-.01  ,-.06  
,"4,770.  ","4,770.  ","4,735.  ","4,740.  ","853,666.  ","4,051,756,906.  ","58,300,000.  ",.04  ,.06  ,.09  ,-.01  ,-.08  
,"4,750.  ","4,750.  ","4,715.  ","4,720.  ","539,168.  ","2,547,145,220.  ","58,300,000.  ",.02  ,.06  ,.08  ,-.02  ,-.08  
,"4,725.  ","4,735.  ","4,715.  ","4,735.  ","442,231.  ","2,089,519,736.  ","58,300,000.  ",.03  ,.06  ,.08  ,-.02  ,-.08  
,"4,745.  ","4,755.  ","4,720.  ","4,725.  ","580,798.  ","2,747,618,109.  ","58,650,000.  ",.02  ,.03  ,.06  ,-.02  ,-.08  
,"4,725.  ","4,735.  ","4,720.  ","4,735.  ","851,650.  ","4,026,631,918.  ","58,800,000.  ",.02  ,.03  ,.05  ,-.02  ,-.08  
,"4,735.  ","4,745.  ","4,730.  ","4,735.  ","703,815.  ","3,333,753,534.  ","59,050,000.  ",.02  ,.02  ,.05  ,-.01  ,-.08  
,"4,735.  ","4,740.  ","4,710.  ","4,715.  ","590,427.  ","2,788,684,476.  ","59,150,000.  ",.02  ,.01  ,.04  ,-.02  ,-.08  
,"4,720.  ","4,730.  ","4,710.  ","4,730.  ","372,922.  ","1,760,884,898.  ","59,450,000.  ",.01  ,.02  ,.04  ,-.01  ,-.08  
,"4,730.  ","4,750.  ","4,725.  ","4,735.  ","588,245.  ","2,787,284,051.  ","59,650,000.  ",.01  ,.01  ,.05  ,-.01  ,-.08  
,"4,735.  ","4,750.  ","4,705.  ","4,720.  ","846,848.  ","3,999,889,417.  ","59,750,000.  ",.01  ,.01  ,.05  ,-.02  ,-.08  
,"4,730.  ","4,730.  ","4,705.  ","4,715.  ","740,156.  ","3,487,336,989.  ","59,800,000.  ",.  ,.01  ,.04  ,-.02  ,-.08  
,"4,720.  ","4,735.  ","4,715.  ","4,725.  ","695,589.  ","3,287,076,465.  ","60,000,000.  ",.  ,.02  ,.05  ,-.02  ,-.08  
,"4,730.  ","4,735.  ","4,720.  ","4,730.  ","780,747.  ","3,690,779,426.  ","60,000,000.  ",-.01  ,.02  ,.05  ,-.01  ,-.08  
,"4,735.  ","4,740.  ","4,725.  ","4,735.  ","1,065,439.  ","5,041,135,104.  ","60,250,000.  ",-.01  ,.01  ,.06  ,-.02  ,-.08  
,"4,750.  ","4,805.  ","4,735.  ","4,770.  ","2,691,319.  ","12,829,087,559.  ","60,450,000.  ",.  ,.02  ,.08  ,-.01  ,-.07  
,"4,775.  ","4,780.  ","4,720.  ","4,755.  ","2,686,225.  ","12,725,417,742.  ","61,100,000.  ",-.01  ,.01  ,.09  ,-.02  ,-.07  
,"4,750.  ","4,760.  ","4,740.  ","4,740.  ","1,795,070.  ","8,524,381,413.  ","61,500,000.  ",-.01  ,.01  ,.11  ,-.03  ,-.08  
,"4,750.  ","4,755.  ","4,730.  ","4,750.  ","1,478,486.  ","7,010,837,034.  ","62,800,000.  ",.  ,.01  ,.09  ,-.03  ,-.07  
,"4,755.  ","4,760.  ","4,735.  ","4,750.  ","1,579,778.  ","7,495,479,760.  ","63,050,000.  ",.  ,.02  ,.07  ,-.03  ,-.07  
,"4,725.  ","4,730.  ","4,690.  ","4,700.  ","2,368,640.  ","11,148,704,362.  ","68,950,000.  ",-.01  ,.03  ,.06  ,-.03  ,-.08  
,"4,705.  ","4,710.  ","4,635.  ","4,650.  ","1,686,019.  ","7,863,770,093.  ","68,950,000.  ",-.02  ,.02  ,.06  ,-.04  ,-.09  
,"4,665.  ","4,670.  ","4,600.  ","4,610.  ","1,479,550.  ","6,839,584,889.  ","68,950,000.  ",-.02  ,.01  ,.06  ,-.04  ,-.1  
,"4,615.  ","4,640.  ","4,585.  ","4,615.  ","1,758,135.  ","8,110,383,202.  ","68,950,000.  ",-.02  ,.01  ,.06  ,-.03  ,-.1  
,"4,620.  ","4,645.  ","4,605.  ","4,610.  ","1,724,524.  ","7,972,304,493.  ","68,950,000.  ",-.02  ,.  ,.06  ,-.03  ,-.1  
,"4,620.  ","4,640.  ","4,595.  ","4,625.  ","1,226,648.  ","5,654,213,897.  ","68,950,000.  ",-.01  ,.  ,.07  ,-.02  ,-.1  
,"4,625.  ","4,640.  ","4,595.  ","4,605.  ","1,250,125.  ","5,762,406,609.  ","69,200,000.  ",-.02  ,-.01  ,.08  ,-.02  ,-.1  
,"4,600.  ","4,610.  ","4,585.  ","4,600.  ","983,705.  ","4,523,077,566.  ","71,500,000.  ",-.02  ,.  ,.06  ,-.03  ,-.1  
,"4,605.  ","4,630.  ","4,600.  ","4,625.  ","1,443,154.  ","6,660,140,562.  ","73,050,000.  ",-.01  ,.  ,.06  ,-.03  ,-.1  
,"4,635.  ","4,690.  ","4,625.  ","4,675.  ","1,353,353.  ","6,307,624,754.  ","73,450,000.  ",.02  ,.04  ,.1  ,.01  ,-.09  
,"4,680.  ","4,690.  ","4,655.  ","4,675.  ","950,988.  ","4,444,609,625.  ","73,550,000.  ",-.01  ,.01  ,.07  ,-.02  ,-.09  
,"4,705.  ","4,730.  ","4,695.  ","4,715.  ","1,517,030.  ","7,150,594,748.  ","73,550,000.  ",.01  ,.03  ,.08  ,-.02  ,-.08  
,"4,715.  ","4,715.  ","4,680.  ","4,690.  ","1,291,893.  ","6,058,959,012.  ","73,550,000.  ",.  ,.03  ,.08  ,-.03  ,-.09  
,"4,690.  ","4,700.  ","4,680.  ","4,685.  ","910,864.  ","4,268,438,866.  ","73,550,000.  ",.  ,.02  ,.07  ,-.02  ,-.09  
,"4,685.  ","4,705.  ","4,675.  ","4,705.  ","877,422.  ","4,113,113,288.  ","74,150,000.  ",.  ,.03  ,.07  ,-.01  ,-.08  
,"4,710.  ","4,720.  ","4,700.  ","4,715.  ","975,648.  ","4,591,878,828.  ","74,200,000.  ",.  ,.03  ,.07  ,-.02  ,-.08  
,"4,715.  ","4,725.  ","4,705.  ","4,720.  ","810,157.  ","3,822,330,733.  ","74,350,000.  ",.  ,.04  ,.07  ,-.02  ,-.08  
,"4,715.  ","4,730.  ","4,700.  ","4,730.  ","1,054,187.  ","4,974,373,081.  ","74,650,000.  ",.  ,.06  ,.07  ,-.01  ,-.08  
,"4,730.  ","4,750.  ","4,720.  ","4,735.  ","1,436,414.  ","6,799,995,781.  ","74,950,000.  ",.  ,.05  ,.07  ,-.01  ,-.08  
