Date,Close,ticker,Close,ticker,Close,ticker,Close,ticker,Close,ticker
2023-05-02,65700,005930,90200,000660,58500,035720,201500,005380,193200,035420
2023-04-28,65500,005930,89500,000660,58100,035720,197500,005380,192300,035420
2023-04-27,64600,005930,88800,000660,55800,035720,202000,005380,188200,035420
2023-04-26,64100,005930,87400,000660,56500,035720,201500,005380,188100,035420
2023-04-25,63600,005930,85500,000660,56000,035720,201000,005380,186100,035420
2023-04-24,65200,005930,87200,000660,57200,035720,191900,005380,190000,035420
2023-04-21,65700,005930,89100,000660,57900,035720,190400,005380,190300,035420
2023-04-20,65300,005930,87700,000660,57900,035720,192500,005380,191600,035420
2023-04-19,65500,005930,88200,000660,58600,035720,193600,005380,191400,035420
2023-04-18,65600,005930,87600,000660,59000,035720,191400,005380,192800,035420
2023-04-17,65300,005930,88500,000660,60100,035720,195000,005380,197000,035420
2023-04-14,65100,005930,89300,000660,60500,035720,196100,005380,199000,035420
2023-04-13,66100,005930,88700,000660,59500,035720,198900,005380,196400,035420
2023-04-12,66000,005930,90300,000660,58700,035720,198200,005380,198000,035420
2023-04-11,65900,005930,91800,000660,59300,035720,192100,005380,199900,035420
2023-04-10,65700,005930,90700,000660,58100,035720,185900,005380,193000,035420
2023-04-07,65000,005930,89100,000660,58600,035720,185100,005380,193400,035420
2023-04-06,62300,005930,83800,000660,58600,035720,185100,005380,191900,035420
2023-04-05,63900,005930,84600,000660,60500,035720,186700,005380,199200,035420
2023-04-04,63600,005930,84500,000660,60700,035720,183800,005380,201000,035420
2023-04-03,63100,005930,87200,000660,60200,035720,183600,005380,198200,035420
2023-03-31,64000,005930,88600,000660,61100,035720,184500,005380,202000,035420
2023-03-30,63200,005930,88800,000660,60100,035720,181200,005380,201000,035420
2023-03-29,62700,005930,86900,000660,60400,035720,180400,005380,199100,035420
2023-03-28,62900,005930,88400,000660,60700,035720,177100,005380,199500,035420
2023-03-27,62100,005930,85500,000660,60700,035720,176100,005380,199300,035420
2023-03-24,63000,005930,87300,000660,61400,035720,177700,005380,202500,035420
2023-03-23,62300,005930,88500,000660,61600,035720,180500,005380,204000,035420
2023-03-22,61100,005930,86900,000660,62700,035720,180300,005380,207000,035420
2023-03-21,60300,005930,83600,000660,60900,035720,175800,005380,200500,035420
2023-03-20,60200,005930,83700,000660,61000,035720,175100,005380,201500,035420
2023-03-17,61300,005930,84000,000660,60200,035720,176600,005380,198000,035420
2023-03-16,59900,005930,79000,000660,59900,035720,174000,005380,197100,035420
2023-03-15,59800,005930,79100,000660,59300,035720,174300,005380,196400,035420
2023-03-14,59000,005930,81100,000660,59400,035720,171000,005380,196000,035420
2023-03-13,60000,005930,84300,000660,60800,035720,176000,005380,202500,035420
2023-03-10,59500,005930,83300,000660,58100,035720,175000,005380,199800,035420
2023-03-09,60100,005930,85600,000660,59000,035720,176300,005380,202000,035420
2023-03-08,60300,005930,86800,000660,59100,035720,174900,005380,202500,035420
2023-03-07,60700,005930,88900,000660,61500,035720,175100,005380,211000,035420
2023-03-06,61500,005930,89700,000660,63600,035720,177500,005380,214500,035420
2023-03-03,60500,005930,87300,000660,61000,035720,176100,005380,205500,035420
2023-03-02,60800,005930,88100,000660,61200,035720,178500,005380,206000,035420
2023-02-28,60600,005930,89400,000660,62400,035720,176300,005380,208500,035420
2023-02-27,60500,005930,90000,000660,61900,035720,173300,005380,208000,035420
2023-02-24,61300,005930,91000,000660,61800,035720,173900,005380,208000,035420
2023-02-23,62000,005930,92700,000660,62500,035720,176200,005380,213500,035420
2023-02-22,61100,005930,89100,000660,62200,035720,174200,005380,211500,035420
2023-02-21,62100,005930,91200,000660,63100,035720,178200,005380,215500,035420
2023-02-20,62700,005930,92500,000660,64200,035720,178200,005380,219000,035420
2023-02-17,62600,005930,92000,000660,63300,035720,179000,005380,215500,035420
2023-02-16,63700,005930,92900,000660,64200,035720,179300,005380,220500,035420
2023-02-15,62200,005930,91700,000660,63600,035720,172700,005380,215500,035420
2023-02-14,63200,005930,93400,000660,65000,035720,173700,005380,224000,035420
2023-02-13,62900,005930,90600,000660,64300,035720,171600,005380,223000,035420
2023-02-10,62800,005930,93500,000660,67600,035720,173400,005380,230000,035420
2023-02-09,63000,005930,94400,000660,70900,035720,172600,005380,230000,035420
2023-02-08,63100,005930,94900,000660,69100,035720,172700,005380,230500,035420
2023-02-07,61900,005930,90800,000660,68000,035720,170500,005380,219500,035420
2023-02-06,61600,005930,89100,000660,65200,035720,170700,005380,215500,035420
2023-02-03,63800,005930,92200,000660,67200,035720,172800,005380,223500,035420
2023-02-02,63500,005930,93400,000660,64500,035720,169900,005380,211500,035420
2023-02-01,61800,005930,91400,000660,62200,035720,170000,005380,205500,035420
2023-01-31,61000,005930,88500,000660,61400,035720,167000,005380,202500,035420
2023-01-30,63300,005930,90700,000660,63500,035720,170000,005380,207000,035420
2023-01-27,64600,005930,91500,000660,64700,035720,173900,005380,211500,035420
2023-01-26,63900,005930,92300,000660,63700,035720,174900,005380,204000,035420
2023-01-25,63400,005930,91400,000660,62600,035720,165700,005380,202000,035420
2023-01-20,61800,005930,87600,000660,61200,035720,164500,005380,196000,035420
2023-01-19,61500,005930,85500,000660,60800,035720,164000,005380,196000,035420
2023-01-18,60400,005930,85100,000660,61600,035720,164500,005380,195500,035420
2023-01-17,61000,005930,86000,000660,61800,035720,166000,005380,193500,035420
2023-01-16,61100,005930,85800,000660,64500,035720,166500,005380,200500,035420
2023-01-13,60800,005930,85700,000660,62000,035720,169000,005380,195000,035420
2023-01-12,60500,005930,86800,000660,61500,035720,166500,005380,194000,035420
2023-01-11,60500,005930,87300,000660,61900,035720,164000,005380,195000,035420
2023-01-10,60400,005930,86500,000660,60700,035720,163000,005380,193000,035420
2023-01-09,60700,005930,86000,000660,61100,035720,164000,005380,196500,035420
2023-01-06,59000,005930,83100,000660,57200,035720,159500,005380,185000,035420
2023-01-05,58200,005930,81400,000660,57700,035720,159000,005380,186000,035420
2023-01-04,57800,005930,81000,000660,55700,035720,160500,005380,182500,035420
2023-01-03,55400,005930,75600,000660,53300,035720,159000,005380,178500,035420
2023-01-02,55500,005930,75700,000660,52700,035720,157000,005380,179500,035420
