조회일자,기준일자,시장구분,단축코드/심볼,한글종목명,주기,종가,5년베타 실질베타,5년베타 조정베타,5년베타 포인트수
20150630,20150630,코스피,="140910","에이리츠",Monthly,4424,0.520519,0.680346,
20150630,20150630,코스피,="145270","케이탑리츠",Monthly,1014,0.601593,0.734396,
